opp_id,lead_id,stage,arr_value,arr_imputed_flag,created_date,close_date,close_date_imputed_flag,days_in_stage,owner_id,close_probability,industry,company_size
OPP-0106,LD-0406,Negotiation,43800.0,0,2025-04-11,,0,32,REP-05,65,SaaS,51-200
OPP-0107,LD-0408,Evaluation,51000.0,0,2025-05-29,,0,30,REP-07,35,FinTech,11-50
OPP-0108,LD-0410,Negotiation,17900.0,0,2025-10-30,,0,20,REP-07,66,Professional Services,1-10
OPP-0109,LD-0411,Evaluation,34300.0,0,2024-08-19,,0,11,REP-01,28,E-Commerce,11-50
OPP-0110,LD-0413,Closed Won,58900.0,0,2024-07-17,2024-09-16,0,12,REP-06,100,FinTech,51-200
OPP-0111,LD-0416,Discovery,60800.0,0,2024-11-17,,0,17,REP-08,17,SaaS,51-200
OPP-0112,LD-0423,Closed Lost,71600.0,0,2025-06-21,2025-11-03,0,16,REP-07,0,Manufacturing,51-200
OPP-0113,LD-0427,Closed Won,10300.0,0,2024-06-16,2024-06-24,1,1,REP-03,100,SaaS,1-10
OPP-0114,LD-0430,Proposal,17400.0,0,2025-11-04,,0,17,REP-07,51,Manufacturing,1-10
OPP-0115,LD-0434,Evaluation,44300.0,0,2025-11-10,,0,24,REP-07,26,FinTech,11-50
OPP-0116,LD-0435,Proposal,69900.0,0,2025-07-03,,0,27,REP-03,61,E-Commerce,51-200
OPP-0117,LD-0436,Closed Won,43300.0,0,2024-06-14,2024-10-31,0,8,REP-07,100,Professional Services,51-200
OPP-0118,LD-0438,Closed Won,31300.0,0,2024-07-19,2024-09-02,0,7,REP-06,100,E-Commerce,11-50
OPP-0119,LD-0441,Closed Won,17700.0,0,2025-04-23,2025-08-16,0,6,REP-07,100,Professional Services,1-10
OPP-0120,LD-0448,Closed Lost,45100.0,0,2025-11-03,2026-03-08,0,13,REP-06,0,FinTech,11-50
OPP-0121,LD-0450,Proposal,27800.0,0,2025-12-08,,0,5,REP-07,49,E-Commerce,1-10
OPP-0122,LD-0459,Closed Won,20100.0,0,2024-09-11,2024-11-26,0,2,REP-08,100,SaaS,1-10
OPP-0123,LD-0462,Proposal,45400.0,0,2025-06-26,,0,24,REP-07,63,E-Commerce,11-50
OPP-0124,LD-0463,Closed Won,18500.0,0,2026-03-23,2026-03-31,1,6,REP-04,100,SaaS,11-50
OPP-0125,LD-0465,Proposal,29000.0,0,2025-04-27,,0,27,REP-05,48,SaaS,1-10
OPP-0126,LD-0472,Closed Won,29200.0,0,2024-11-30,2025-05-03,0,6,REP-06,100,Manufacturing,11-50
OPP-0127,LD-0477,Discovery,58300.0,0,2025-07-10,,0,21,REP-07,18,SaaS,51-200
OPP-0128,LD-0480,Evaluation,125700.0,0,2025-04-12,,0,12,REP-04,40,Professional Services,1000+
OPP-0129,LD-0483,Evaluation,70200.0,0,2025-03-02,,0,12,REP-03,35,SaaS,201-1000
OPP-0130,LD-0485,Closed Lost,154800.0,0,2024-12-09,2025-03-10,0,18,REP-06,0,Manufacturing,201-1000
OPP-0131,LD-0486,Negotiation,25800.0,0,2024-12-01,,0,37,REP-08,73,FinTech,11-50
OPP-0132,LD-0489,Proposal,27700.0,0,2024-11-08,,0,8,REP-08,60,SaaS,11-50
OPP-0133,LD-0490,Proposal,44500.0,0,2025-02-09,,0,18,REP-02,45,E-Commerce,51-200
OPP-0134,LD-0495,Proposal,58900.0,0,2026-02-28,,0,10,REP-08,62,Professional Services,11-50
OPP-0135,LD-0502,Closed Lost,50100.0,0,2026-01-04,2026-03-15,0,23,REP-07,0,E-Commerce,11-50
OPP-0136,LD-0504,Closed Lost,56800.0,0,2026-05-23,2026-05-31,0,17,REP-02,0,Manufacturing,11-50
OPP-0137,LD-0505,Closed Lost,27000.0,0,2025-12-11,2026-03-03,0,20,REP-01,0,SaaS,1-10
OPP-0138,LD-0521,Closed Lost,27900.0,0,2025-08-11,2025-10-25,0,9,REP-02,0,SaaS,1-10
OPP-0139,LD-0526,Evaluation,62250.0,1,2024-08-10,,0,15,REP-08,39,SaaS,51-200
OPP-0140,LD-0527,Evaluation,43600.0,0,2024-06-27,,0,25,REP-07,41,Professional Services,51-200
OPP-0141,LD-0528,Negotiation,56200.0,0,2024-12-09,,0,19,REP-05,73,Professional Services,51-200
OPP-0142,LD-0529,Closed Won,28200.0,0,2026-02-05,2026-05-31,0,10,REP-06,100,Manufacturing,11-50
OPP-0143,LD-0531,Evaluation,87400.0,0,2026-01-12,,0,11,REP-04,33,E-Commerce,51-200
OPP-0144,LD-0535,Closed Won,16200.0,0,2024-12-07,2025-04-20,0,5,REP-08,100,Professional Services,11-50
OPP-0145,LD-0547,Evaluation,112700.0,0,2025-01-11,,0,9,REP-02,37,Professional Services,1000+
OPP-0146,LD-0549,Evaluation,84600.0,0,2025-04-27,,0,9,REP-03,38,FinTech,51-200
OPP-0147,LD-0550,Evaluation,20600.0,0,2024-10-29,,0,14,REP-02,44,FinTech,11-50
OPP-0148,LD-0551,Closed Lost,9100.0,0,2025-02-05,2025-04-27,0,15,REP-07,0,HealthTech,1-10
OPP-0149,LD-0552,Closed Won,38700.0,0,2024-09-24,2024-12-20,0,3,REP-05,100,HealthTech,51-200
OPP-0150,LD-0553,Negotiation,23200.0,0,2024-10-18,,0,8,REP-06,83,E-Commerce,1-10
OPP-0151,LD-0554,Closed Won,41100.0,0,2025-11-27,2026-03-25,0,13,REP-08,100,Professional Services,51-200
OPP-0152,LD-0555,Closed Won,21600.0,0,2024-09-27,2024-10-21,0,8,REP-02,100,FinTech,11-50
OPP-0153,LD-0557,Proposal,48400.0,0,2025-04-11,,0,23,REP-08,46,SaaS,51-200
OPP-0154,LD-0558,Closed Won,90100.0,0,2024-07-14,2024-07-22,1,11,REP-02,100,SaaS,51-200
OPP-0155,LD-0569,Evaluation,46000.0,0,2025-08-27,,0,9,REP-07,28,E-Commerce,51-200
OPP-0156,LD-0570,Negotiation,56200.0,1,2024-10-31,,0,30,REP-06,84,Professional Services,51-200
OPP-0157,LD-0571,Discovery,55800.0,0,2025-02-25,,0,19,REP-07,16,SaaS,11-50
OPP-0158,LD-0573,Proposal,27300.0,0,2025-02-23,,0,16,REP-02,57,Manufacturing,1-10
OPP-0159,LD-0579,Negotiation,23300.0,0,2025-07-08,,0,40,REP-08,66,SaaS,11-50
OPP-0160,LD-0581,Discovery,51200.0,0,2024-10-27,,0,20,REP-07,11,SaaS,51-200
OPP-0161,LD-0590,Proposal,82600.0,0,2024-08-07,,0,19,REP-01,53,FinTech,201-1000
OPP-0162,LD-0596,Closed Won,205100.0,0,2025-04-27,2025-06-25,0,2,REP-05,100,Professional Services,1000+
OPP-0163,LD-0597,Closed Won,26300.0,0,2025-01-01,2025-02-02,0,9,REP-07,100,SaaS,11-50
OPP-0164,LD-0598,Discovery,28500.0,0,2025-08-24,,0,19,REP-04,21,FinTech,1-10
OPP-0165,LD-0605,Discovery,62250.0,1,2025-03-27,,0,14,REP-04,22,SaaS,51-200
OPP-0166,LD-0608,Proposal,20900.0,0,2025-07-15,,0,25,REP-03,63,SaaS,1-10
OPP-0167,LD-0612,Closed Lost,15400.0,0,2025-08-17,2025-11-18,0,17,REP-05,0,Manufacturing,11-50
OPP-0168,LD-0613,Closed Lost,100700.0,0,2024-09-11,2024-11-12,0,13,REP-08,0,HealthTech,51-200
OPP-0169,LD-0616,Evaluation,47700.0,0,2024-09-04,,0,34,REP-05,29,HealthTech,11-50
OPP-0170,LD-0618,Closed Won,93000.0,0,2025-11-14,2026-02-07,0,3,REP-06,100,Manufacturing,51-200
OPP-0171,LD-0620,Negotiation,18200.0,0,2024-09-30,,0,23,REP-07,69,Professional Services,11-50
OPP-0172,LD-0622,Closed Lost,203400.0,0,2024-07-08,2024-08-28,0,5,REP-07,0,Professional Services,1000+
OPP-0173,LD-0624,Discovery,156600.0,0,2025-06-05,,0,15,REP-04,18,Professional Services,201-1000
OPP-0174,LD-0634,Negotiation,58000.0,0,2025-02-16,,0,42,REP-07,76,E-Commerce,11-50
OPP-0175,LD-0647,Negotiation,129700.0,0,2026-01-15,,0,45,REP-03,65,E-Commerce,201-1000
OPP-0176,LD-0650,Evaluation,37900.0,0,2024-11-23,,0,13,REP-05,34,Manufacturing,11-50
OPP-0177,LD-0666,Discovery,34100.0,0,2025-07-16,,0,16,REP-03,24,Manufacturing,11-50
OPP-0178,LD-0668,Discovery,46600.0,0,2024-06-29,,0,19,REP-08,12,SaaS,11-50
OPP-0179,LD-0669,Proposal,170500.0,0,2025-05-24,,0,26,REP-06,62,HealthTech,201-1000
OPP-0180,LD-0676,Closed Won,21200.0,0,2026-04-20,2026-05-31,0,8,REP-05,100,HealthTech,1-10
OPP-0181,LD-0677,Closed Won,13000.0,0,2024-06-29,2024-10-02,0,3,REP-04,100,HealthTech,1-10
OPP-0182,LD-0678,Evaluation,8400.0,0,2025-01-21,,0,20,REP-05,34,Manufacturing,1-10
OPP-0183,LD-0679,Closed Lost,21600.0,0,2024-12-14,2025-01-08,0,24,REP-07,0,Manufacturing,1-10
OPP-0184,LD-0680,Proposal,163800.0,0,2025-11-27,,0,21,REP-03,56,FinTech,201-1000
OPP-0185,LD-0682,Closed Lost,9500.0,0,2025-12-30,2026-01-26,0,12,REP-07,0,Manufacturing,1-10
OPP-0186,LD-0683,Discovery,61800.0,0,2025-06-03,,0,7,REP-03,20,SaaS,51-200
OPP-0187,LD-0687,Closed Lost,57300.0,0,2026-06-08,2026-05-31,0,20,REP-02,0,SaaS,11-50
OPP-0188,LD-0690,Closed Lost,70100.0,0,2025-04-10,2025-06-18,0,13,REP-06,0,HealthTech,51-200
OPP-0189,LD-0695,Closed Lost,24900.0,0,2024-07-15,2024-09-08,0,15,REP-06,0,Professional Services,11-50
OPP-0190,LD-0711,Closed Won,102400.0,0,2025-07-07,2025-08-28,0,14,REP-03,100,Professional Services,201-1000
OPP-0191,LD-0713,Proposal,62700.0,0,2025-12-08,,0,5,REP-06,59,SaaS,51-200
OPP-0192,LD-0714,Closed Won,74100.0,0,2025-06-15,2025-11-16,0,4,REP-06,100,SaaS,201-1000
OPP-0193,LD-0721,Negotiation,44700.0,0,2025-04-21,,0,42,REP-07,78,HealthTech,11-50
OPP-0194,LD-0723,Proposal,41600.0,0,2025-07-16,,0,28,REP-08,47,FinTech,11-50
OPP-0195,LD-0724,Closed Lost,81800.0,0,2025-07-19,2025-08-30,0,10,REP-07,0,FinTech,51-200
OPP-0196,LD-0735,Evaluation,133300.0,0,2025-03-14,,0,35,REP-04,31,SaaS,201-1000
OPP-0197,LD-0739,Proposal,8400.0,0,2024-07-21,,0,10,REP-02,62,E-Commerce,1-10
OPP-0198,LD-0740,Closed Lost,44000.0,0,2026-05-31,2026-05-31,0,2,REP-01,0,HealthTech,51-200
OPP-0199,LD-0742,Evaluation,22500.0,0,2024-12-06,,0,15,REP-05,25,Manufacturing,11-50
OPP-0200,LD-0744,Discovery,19400.0,0,2024-06-16,,0,13,REP-06,21,Manufacturing,11-50
OPP-0201,LD-0747,Evaluation,48100.0,0,2024-07-20,,0,7,REP-06,35,SaaS,11-50
OPP-0202,LD-0749,Closed Won,74400.0,0,2025-01-16,2025-04-29,0,3,REP-01,100,HealthTech,201-1000
OPP-0203,LD-0751,Closed Lost,22700.0,0,2026-03-18,2026-04-10,0,24,REP-06,0,SaaS,1-10
OPP-0204,LD-0753,Discovery,23000.0,0,2025-12-01,,0,14,REP-07,11,Manufacturing,11-50
OPP-0205,LD-0754,Closed Won,20300.0,0,2025-08-16,2025-12-03,0,9,REP-06,100,SaaS,11-50
OPP-0206,LD-0761,Negotiation,22300.0,0,2025-05-09,,0,45,REP-05,67,E-Commerce,11-50
OPP-0207,LD-0764,Closed Won,37900.0,0,2025-09-18,2026-01-22,0,4,REP-01,100,FinTech,11-50
OPP-0208,LD-0767,Closed Won,81600.0,0,2026-04-18,2026-05-21,0,13,REP-04,100,HealthTech,51-200
OPP-0209,LD-0773,Closed Lost,25900.0,0,2024-09-07,2024-12-21,0,11,REP-06,0,Professional Services,1-10
OPP-0210,LD-0774,Proposal,20800.0,0,2025-09-12,,0,29,REP-05,65,SaaS,11-50
OPP-0211,LD-0775,Evaluation,21600.0,0,2026-02-21,,0,29,REP-05,25,Manufacturing,1-10
OPP-0212,LD-0778,Negotiation,25000.0,0,2024-10-11,,0,13,REP-05,65,HealthTech,1-10
OPP-0213,LD-0781,Proposal,29100.0,0,2025-06-20,,0,10,REP-05,45,SaaS,11-50
OPP-0214,LD-0785,Proposal,102800.0,0,2025-08-26,,0,19,REP-03,58,SaaS,1000+
OPP-0215,LD-0787,Discovery,22000.0,0,2025-04-19,,0,12,REP-05,24,E-Commerce,11-50
OPP-0216,LD-0788,Discovery,37300.0,0,2025-08-13,,0,7,REP-03,12,HealthTech,51-200
OPP-0217,LD-0790,Closed Lost,101000.0,0,2025-10-11,2026-02-10,0,8,REP-04,0,FinTech,51-200
OPP-0218,LD-0794,Discovery,150300.0,0,2024-07-19,,0,20,REP-04,22,Professional Services,1000+
OPP-0219,LD-0796,Negotiation,19500.0,0,2025-04-01,,0,35,REP-06,80,HealthTech,1-10
OPP-0220,LD-0798,Closed Won,49600.0,0,2026-04-07,2026-05-31,0,3,REP-08,100,FinTech,11-50
OPP-0221,LD-0805,Discovery,104600.0,0,2025-10-08,,0,16,REP-06,13,SaaS,201-1000
OPP-0222,LD-0808,Evaluation,81900.0,0,2025-08-18,,0,11,REP-02,26,E-Commerce,51-200
OPP-0223,LD-0811,Proposal,18500.0,0,2024-09-07,,0,16,REP-06,55,SaaS,11-50
OPP-0224,LD-0813,Negotiation,36600.0,0,2024-09-05,,0,5,REP-03,66,E-Commerce,11-50
OPP-0225,LD-0818,Proposal,19300.0,0,2025-09-30,,0,21,REP-01,47,E-Commerce,11-50
OPP-0226,LD-0819,Closed Won,49900.0,0,2025-05-22,2025-10-10,0,3,REP-02,100,FinTech,51-200
OPP-0227,LD-0823,Evaluation,53500.0,0,2025-12-10,,0,13,REP-08,34,SaaS,51-200
OPP-0228,LD-0824,Discovery,87400.0,0,2024-06-23,,0,6,REP-04,23,Professional Services,51-200
OPP-0229,LD-0827,Discovery,22800.0,0,2025-10-31,,0,6,REP-02,25,HealthTech,1-10
OPP-0230,LD-0837,Proposal,24400.0,0,2026-05-19,,0,7,REP-02,58,E-Commerce,1-10
OPP-0231,LD-0838,Proposal,9400.0,0,2024-06-27,,0,19,REP-06,50,SaaS,1-10
OPP-0232,LD-0840,Closed Lost,29900.0,0,2025-11-14,2026-01-30,0,27,REP-07,0,SaaS,1-10
OPP-0233,LD-0844,Discovery,17400.0,0,2024-11-10,,0,8,REP-03,15,SaaS,11-50
OPP-0234,LD-0845,Negotiation,52200.0,0,2024-07-26,,0,36,REP-01,77,SaaS,11-50
OPP-0235,LD-0846,Negotiation,48300.0,0,2025-04-22,,0,27,REP-03,68,E-Commerce,11-50
OPP-0236,LD-0847,Closed Won,21000.0,0,2025-07-28,2025-08-17,0,4,REP-06,100,SaaS,1-10
OPP-0237,LD-0848,Closed Won,65100.0,0,2025-01-08,2025-01-16,1,1,REP-01,100,SaaS,51-200
OPP-0238,LD-0849,Discovery,24700.0,0,2026-05-14,,0,17,REP-03,18,Manufacturing,1-10
OPP-0239,LD-0854,Closed Won,24300.0,0,2024-09-08,2025-01-08,0,1,REP-01,100,FinTech,1-10
OPP-0240,LD-0864,Evaluation,41000.0,0,2025-09-18,,0,19,REP-04,41,SaaS,51-200
OPP-0241,LD-0870,Closed Won,93400.0,0,2025-01-19,2025-06-01,0,1,REP-02,100,SaaS,51-200
OPP-0242,LD-0874,Evaluation,36300.0,0,2024-12-02,,0,29,REP-02,42,SaaS,51-200
OPP-0243,LD-0878,Closed Won,70000.0,0,2026-04-13,2026-05-31,0,14,REP-01,100,FinTech,51-200
